trade_id,stock_symbol,quantity,purchase_price,sale_price,purchase_date,sale_date,profit,transaction_fee,net_profit
52,CTLT,9095,512.6,153.0,1/3/2022,11/11/2021,-359.6,37.62,-397.22
53,CAL,4720,386.84,55.39,4/12/2021,12/5/2020,-331.45,18.32,-349.77
54,HOME,2908,862.18,155.27,4/25/2022,11/7/2022,-706.91,8.23,-715.14
55,FBZ,4659,830.09,696.07,12/13/2022,8/25/2020,-134.02,5.01,-139.03
56,CZFC,5539,247.03,166.18,5/29/2022,7/1/2021,-80.85,42.42,-123.27
57,TV,3962,441.61,879.57,9/15/2022,7/27/2022,437.96,80.81,357.15
58,FNB^E,8491,478.75,486.38,9/20/2022,9/21/2021,7.63,3.06,4.57
59,AAN,8274,697.71,905.04,10/29/2020,10/20/2021,207.33,3.48,203.85
60,IDSY,612,73.15,833.59,6/3/2021,4/26/2022,760.44,61.03,699.41
61,DVCR,5773,497.63,940.38,4/26/2020,11/1/2022,442.75,46.3,396.45
62,NQP,8727,561.15,756.16,6/2/2020,11/19/2021,195.01,79.87,115.14
63,UNVR,708,799.82,511.31,7/9/2020,4/23/2020,-288.51,10.17,-298.68
64,FTXG,3803,588.64,683.56,1/13/2022,5/2/2021,94.92,73.18,21.74
65,VC,8710,920.58,540.11,1/8/2020,4/27/2022,-380.47,9.1,-389.57
66,PDP,3598,323.83,883.22,8/6/2020,10/25/2022,559.39,94.05,465.34
67,PUMP,1772,101.73,298.63,8/4/2020,4/16/2020,196.9,10.91,185.99
68,NWE,9907,263.61,701.86,1/5/2022,2/14/2022,438.25,1.24,437.01
69,FISV,6350,578.98,696.69,11/8/2020,8/24/2022,117.71,39.52,78.19
70,INB,7303,987.8,102.15,2/3/2020,8/16/2021,-885.65,30.08,-915.73
71,GPIC,3490,577.9,980.27,8/8/2022,11/27/2022,402.37,71.65,330.72
72,SAN^I,422,45.72,632.69,10/12/2020,6/19/2022,586.97,14.15,572.82
73,SUI^A,638,682.9,201.99,6/18/2021,1/21/2022,-480.91,21.25,-502.16
74,MTL,378,207.19,873.06,5/28/2021,4/3/2021,665.87,42.36,623.51
75,BKCC,5938,737.51,953.58,5/21/2021,10/26/2021,216.07,41.68,174.39
76,BCOV,9175,341.83,830.48,6/27/2022,10/12/2020,488.65,87.59,401.06
77,AQXP,6386,56.78,150.89,9/22/2022,6/6/2022,94.11,16.03,78.08
78,SCSC,1975,155.36,614.61,12/29/2020,8/3/2021,459.25,27.62,431.63
79,AGFSW,5620,499.66,46.95,5/16/2022,5/7/2022,-452.71,21.46,-474.17
80,SRLP,4771,963.23,486.73,7/19/2021,7/15/2022,-476.5,63.56,-540.06
81,RNR^C,8769,488.06,7.78,9/17/2021,12/8/2022,-480.28,33.42,-513.7
82,CAH,7243,638.89,72.8,6/30/2021,8/1/2021,-566.09,78.0,-644.09
83,DGX,3319,614.48,903.8,9/4/2022,9/1/2021,289.32,23.35,265.97
84,SBLKL,3791,968.24,874.49,4/2/2021,1/3/2021,-93.75,52.92,-146.67
85,GFA,8712,626.63,841.84,7/16/2022,8/23/2020,215.21,65.95,149.26
86,CNK,1515,346.61,398.62,7/8/2022,2/15/2021,52.01,11.3,40.71
87,SYNC,8298,231.8,327.83,9/14/2020,5/1/2021,96.03,73.34,22.69
88,OVID,1308,445.6,655.91,10/4/2020,1/7/2020,210.31,84.85,125.46
89,CHEF,5396,306.84,667.33,11/18/2022,6/9/2020,360.49,50.45,310.04
90,CACC,2382,185.12,618.94,4/12/2020,7/31/2022,433.82,57.14,376.68
91,EVBS,3425,337.09,857.45,8/15/2020,9/7/2021,520.36,58.65,461.71
92,EAE,7339,848.05,674.72,5/20/2021,2/26/2022,-173.33,37.99,-211.32
93,COST,7705,734.42,200.85,2/27/2022,1/5/2020,-533.57,89.07,-622.64
94,MPCT,4490,580.84,84.57,7/12/2021,10/11/2020,-496.27,54.5,-550.77
95,TWX,2730,270.92,151.71,11/18/2021,5/1/2020,-119.21,54.2,-173.41
96,UTHR,790,441.43,789.19,9/22/2020,8/31/2022,347.76,14.72,333.04
97,INCR,8199,18.68,623.9,5/12/2021,8/8/2022,605.22,81.97,523.25
98,ALT,7417,434.19,946.64,1/25/2020,9/24/2021,512.45,42.01,470.44
99,NDRAW,8145,226.37,534.76,1/28/2022,8/23/2021,308.39,74.55,233.84
100,ON,522,441.82,479.21,12/23/2020,12/22/2022,37.39,85.96,-48.57
101,DST,8192,956.92,119.1,10/1/2020,9/18/2020,-837.82,24.94,-862.76
102,ANDAU,9792,245.58,648.46,1/4/2022,6/7/2021,402.88,54.87,348.01
103,ZB^G,3280,395.15,892.5,8/23/2021,4/14/2022,497.35,35.98,461.37
104,TTMI,4834,828.75,399.43,1/8/2021,9/19/2022,-429.32,74.8,-504.12
105,UN,8587,137.4,30.02,12/27/2020,7/5/2021,-107.38,55.38,-162.76
106,SAIC,6427,214.27,725.89,9/7/2020,1/25/2020,511.62,99.99,411.63
107,ANW,1503,671.49,416.52,7/31/2022,4/19/2020,-254.97,24.32,-279.29
108,SIGM,6000,155.7,203.82,11/2/2022,10/12/2020,48.12,12.97,35.15
109,SLTB,7209,380.21,319.19,5/2/2021,10/3/2020,-61.02,88.99,-150.01
110,XRAY,2471,749.21,714.23,4/24/2022,9/12/2020,-34.98,42.22,-77.2
111,COF^G,779,974.56,662.23,8/6/2021,8/11/2021,-312.33,3.4,-315.73
112,OACQ,2803,478.76,309.97,3/3/2022,9/14/2021,-168.79,44.88,-213.67
113,HIFR,8632,851.03,792.66,3/6/2022,6/8/2021,-58.37,54.82,-113.19
114,FTA,1955,852.77,90.52,10/9/2022,4/19/2020,-762.25,54.59,-816.84
115,RPAI,7265,215.83,915.01,7/23/2022,1/4/2020,699.18,43.92,655.26
116,UDBI,3143,373.18,228.37,12/29/2021,7/7/2022,-144.81,60.19,-205.0
117,KLIC,250,910.14,154.06,5/9/2022,2/2/2022,-756.08,93.82,-849.9
118,DTYL,8840,304.47,854.76,6/5/2020,10/17/2022,550.29,29.4,520.89
119,VIRC,1596,168.57,171.65,1/20/2021,11/2/2020,3.08,30.07,-26.99
120,FRO,4127,976.05,546.26,5/24/2021,5/1/2020,-429.79,6.66,-436.45
121,LAD,5331,54.26,853.67,2/22/2021,2/6/2020,799.41,65.09,734.32
122,TRN,2085,588.53,652.14,7/24/2020,5/20/2020,63.61,63.27,0.34
123,REGI,6011,521.67,434.56,4/2/2020,5/1/2022,-87.11,81.72,-168.83
124,PTEN,5204,299.82,278.06,1/20/2020,6/25/2022,-21.76,19.24,-41.0
125,C^J,4047,873.11,574.97,5/8/2022,10/8/2022,-298.14,53.48,-351.62
126,IESC,7913,311.37,382.32,8/5/2020,6/5/2022,70.95,63.54,7.41
127,GIMO,4427,449.47,385.34,11/29/2021,10/20/2021,-64.13,86.28,-150.41
128,EOD,1100,797.32,14.26,6/12/2021,3/24/2020,-783.06,89.51,-872.57
129,IPAR,272,92.4,150.66,4/1/2021,7/15/2021,58.26,68.02,-9.76
130,HCA,6863,605.35,274.72,1/18/2022,12/13/2021,-330.63,86.41,-417.04
131,ALX,2310,626.34,33.42,12/13/2020,8/23/2022,-592.92,49.15,-642.07
132,S,2066,721.02,702.13,8/21/2022,2/14/2022,-18.89,96.65,-115.54
133,FCB,7296,323.37,383.79,7/4/2021,3/13/2022,60.42,32.86,27.56
134,TCO,5327,702.9,669.74,11/11/2021,12/14/2020,-33.16,77.49,-110.65
135,UEIC,8471,757.71,244.28,12/8/2022,6/1/2020,-513.43,30.2,-543.63
136,VNCE,4804,143.76,842.63,7/12/2020,4/17/2020,698.87,80.44,618.43
137,DEO,4467,70.29,684.03,3/20/2020,10/12/2022,613.74,31.32,582.42
138,BHAC,4797,195.58,466.99,4/11/2022,5/1/2021,271.41,20.75,250.66
139,WVE,3607,349.04,773.2,11/8/2022,4/6/2021,424.16,25.35,398.81
140,SQZZ,4675,532.25,284.71,6/21/2020,4/1/2022,-247.54,78.81,-326.35
141,AZO,9885,25.3,966.22,11/21/2022,4/21/2022,940.92,74.81,866.11
142,CATH,6071,363.16,647.79,2/5/2021,1/6/2022,284.63,80.06,204.57
143,APRI,7528,597.26,112.83,12/9/2022,5/31/2021,-484.43,35.06,-519.49
144,AMH^A,5926,606.78,793.16,5/25/2022,8/7/2022,186.38,46.24,140.14
145,FDEU,7165,841.73,883.88,10/21/2022,12/20/2020,42.15,4.34,37.81
146,KMF,3209,546.53,802.31,1/1/2022,3/17/2022,255.78,38.31,217.47
147,OASM,4029,742.09,230.14,1/14/2020,6/25/2020,-511.95,28.86,-540.81
148,LMRKP,8030,366.02,450.21,1/25/2022,2/1/2022,84.19,89.61,-5.42
149,CHKR,2301,969.36,710.17,2/19/2020,4/22/2020,-259.19,28.82,-288.01
150,RUBI,9948,835.41,82.71,8/31/2021,2/14/2020,-752.7,31.18,-783.88
151,SPB           ,4733,929.99,90.5,6/17/2020,7/15/2020,-839.49,13.89,-853.38
152,APOPW,3443,787.14,481.93,4/20/2022,8/4/2022,-305.21,19.48,-324.69
153,GPOR,8438,170.35,105.3,5/28/2022,12/29/2021,-65.05,70.82,-135.87
154,INO,8287,154.6,172.32,11/29/2021,4/29/2021,17.72,83.71,-65.99
155,DRA,3167,540.8,388.14,1/10/2022,9/5/2020,-152.66,10.57,-163.23
156,BEP,8256,702.86,680.55,12/12/2020,6/25/2020,-22.31,45.32,-67.63
157,SWZ,8680,492.4,74.91,6/23/2020,9/6/2022,-417.49,96.96,-514.45
158,GAINM,7724,104.97,399.83,2/2/2021,12/20/2021,294.86,90.76,204.1
159,CDR,5233,914.05,373.66,3/25/2020,12/18/2021,-540.39,6.56,-546.95
160,ARE,8362,260.3,709.25,8/16/2021,3/18/2020,448.95,76.35,372.6
161,NOA,9514,797.53,905.3,7/9/2021,12/19/2021,107.77,75.77,32.0
162,CNSL,118,707.93,600.97,9/11/2020,3/3/2022,-106.96,17.04,-124.0
163,ANDE,10,652.0,767.8,11/21/2020,10/4/2022,115.8,3.66,112.14
164,LVLT,4985,444.55,905.81,12/5/2020,6/15/2020,461.26,65.56,395.7
165,LILA,1109,889.59,313.17,9/30/2020,3/31/2022,-576.42,28.05,-604.47
166,TICCL,6646,774.83,652.73,6/5/2022,11/12/2022,-122.1,66.1,-188.2
167,MATR,7467,586.37,293.58,3/14/2020,3/12/2022,-292.79,3.41,-296.2
168,RPXC,4275,997.14,893.13,2/7/2022,12/10/2020,-104.01,18.24,-122.25
169,TU,213,742.98,312.45,10/4/2021,9/6/2020,-430.53,11.87,-442.4
170,NYT,5617,473.73,414.87,8/19/2020,10/18/2022,-58.86,33.37,-92.23
171,TSQ,9818,78.36,331.33,11/23/2021,7/10/2021,252.97,9.1,243.87
172,NFEC,714,80.71,455.09,1/7/2022,11/8/2021,374.38,0.24,374.14
173,STZ.B,1309,571.54,840.01,12/3/2022,3/28/2020,268.47,70.85,197.62
174,PACB,7043,655.44,803.72,7/21/2021,11/26/2021,148.28,2.79,145.49
175,FMAO,6710,859.52,189.26,3/15/2022,5/1/2022,-670.26,13.1,-683.36
176,CRDT,596,240.86,908.23,6/21/2020,5/28/2021,667.37,99.92,567.45
177,BPTH,2891,237.74,24.63,6/14/2022,2/2/2020,-213.11,32.59,-245.7
178,PVTB,5276,915.9,703.41,6/12/2022,1/16/2022,-212.49,41.46,-253.95
179,BML^J,5277,271.83,380.26,11/9/2020,2/24/2022,108.43,35.37,73.06
180,FSBC,7690,991.46,276.35,1/16/2022,9/18/2020,-715.11,89.51,-804.62
181,HALL,1304,558.6,822.46,3/15/2022,6/19/2021,263.86,32.99,230.87
182,CRCM,1936,955.5,533.42,12/13/2022,5/21/2020,-422.08,89.81,-511.89
183,SWIN,2753,722.99,913.37,12/22/2022,2/23/2022,190.38,33.47,156.91
184,WRB,1298,323.24,607.12,4/21/2021,2/21/2020,283.88,26.65,257.23
185,OHAI,9313,792.78,171.78,6/20/2020,1/17/2021,-621.0,86.74,-707.74
186,POWL,5247,899.41,217.41,5/15/2022,12/12/2021,-682.0,13.16,-695.16
187,TICCL,5712,654.78,708.71,8/7/2020,5/17/2021,53.93,65.39,-11.46
188,CW,4855,822.05,829.87,6/30/2021,8/5/2020,7.82,37.03,-29.21
189,CLGX,8072,420.37,764.95,5/20/2020,2/14/2022,344.58,6.22,338.36
190,TTWO,9807,987.93,908.44,3/1/2020,11/10/2020,-79.49,15.43,-94.92
191,CXP,2148,489.24,971.36,2/14/2021,1/20/2020,482.12,32.36,449.76
192,NVRO,5905,622.87,494.31,2/23/2022,2/22/2022,-128.56,15.21,-143.77
193,CENT,8557,397.94,804.95,6/24/2021,3/4/2021,407.01,27.74,379.27
194,TGP,3158,236.82,840.0,12/13/2021,10/21/2021,603.18,76.81,526.37
195,MBRX,2317,115.4,423.28,7/29/2020,8/8/2022,307.88,84.73,223.15
196,EPR^C,3058,725.56,396.42,7/14/2022,9/17/2022,-329.14,75.56,-404.7
197,NEWR,7333,485.21,216.11,9/16/2022,7/28/2021,-269.1,97.84,-366.94
198,TIVO,393,21.5,866.43,5/30/2020,10/4/2021,844.93,48.7,796.23
199,MTD,9593,894.84,586.71,1/23/2020,1/7/2021,-308.13,78.2,-386.33
200,D,8502,243.55,50.59,8/10/2022,3/18/2020,-192.96,86.16,-279.12
201,MLCO,3586,657.15,187.47,9/3/2022,6/7/2021,-469.68,43.32,-513.0
202,SOI,6475,600.5,663.17,1/28/2021,4/5/2020,62.67,64.99,-2.32
203,NDP,1841,305.71,884.58,9/19/2020,6/16/2020,578.87,79.4,499.47
204,SLIM,6288,230.08,830.87,12/23/2022,11/25/2020,600.79,91.52,509.27
205,CPE^A,7795,957.6,917.99,12/13/2022,9/6/2022,-39.61,33.34,-72.95
206,UPL,5512,433.01,503.84,7/16/2021,3/24/2021,70.83,73.7,-2.87
207,FKU,7588,686.74,53.43,1/19/2022,5/25/2022,-633.31,24.31,-657.62
208,PCMI,5850,907.57,595.69,8/21/2021,9/16/2021,-311.88,59.35,-371.23
209,JVA,6479,361.06,365.2,8/2/2022,11/3/2020,4.14,32.73,-28.59
210,CRL,3086,51.73,28.92,9/1/2022,3/25/2022,-22.81,42.54,-65.35
211,RMP,7758,493.82,549.5,3/1/2022,10/7/2021,55.68,96.8,-41.12
212,AGU,949,953.46,117.53,9/1/2021,3/23/2021,-835.93,98.24,-934.17
213,FEMB,3842,945.19,349.16,1/7/2020,4/29/2022,-596.03,31.66,-627.69
214,LRAD,2720,701.34,632.35,11/28/2022,5/10/2022,-68.99,11.53,-80.52
215,FRPT,4835,65.18,47.25,4/13/2020,8/2/2021,-17.93,17.3,-35.23
216,ORBK,4986,824.03,848.74,8/13/2022,9/13/2022,24.71,70.54,-45.83
217,CHK^D,9214,509.71,685.77,11/16/2020,6/9/2020,176.06,43.69,132.37
218,VLY.WS,4107,58.51,953.96,5/25/2022,5/5/2020,895.45,3.51,891.94
219,AVGR,6521,532.81,469.64,5/15/2022,3/9/2022,-63.17,84.29,-147.46
220,WETF,118,932.13,708.63,8/22/2021,8/31/2021,-223.5,21.11,-244.61
221,NGL,3137,905.02,976.13,4/5/2020,8/10/2022,71.11,64.11,7.0
222,VRS,9646,247.79,275.56,12/25/2022,9/5/2022,27.77,66.42,-38.65
223,NI,3598,34.52,763.08,2/19/2020,9/18/2020,728.56,62.54,666.02
224,CNBKA,4345,408.36,681.21,12/19/2021,10/26/2022,272.85,3.47,269.38
225,SCHW^C,5712,259.56,22.46,3/23/2022,10/3/2021,-237.1,23.96,-261.06
226,ABR^A,9099,802.13,810.68,4/4/2020,3/5/2021,8.55,29.92,-21.37
227,FTRI,689,0.72,268.37,12/14/2022,7/20/2022,267.65,97.17,170.48
228,ARAY,536,788.68,26.66,1/11/2022,6/9/2020,-762.02,32.49,-794.51
229,PGJ,6602,246.29,775.32,12/27/2020,9/9/2021,529.03,99.31,429.72
230,SCE^F,8045,667.85,520.86,11/26/2020,12/6/2020,-146.99,48.95,-195.94
231,TSO,7109,955.2,7.53,2/2/2020,11/7/2022,-947.67,36.39,-984.06
232,JQC,1653,7.83,644.33,9/17/2021,11/8/2021,636.5,73.77,562.73
233,NEM,1735,352.41,904.03,8/31/2020,5/6/2021,551.62,44.91,506.71
234,ALDR,5470,464.71,875.95,2/14/2020,10/25/2022,411.24,80.07,331.17
235,CFMS,7509,640.45,787.54,10/25/2022,6/12/2022,147.09,5.23,141.86
236,NBB,6769,488.65,841.04,1/29/2021,9/18/2021,352.39,72.57,279.82
237,SC,1234,850.89,987.0,9/28/2021,2/2/2022,136.11,2.51,133.6
238,MPACU,1561,281.98,290.55,7/12/2020,5/11/2022,8.57,97.59,-89.02
239,WFC^J,6078,678.81,757.93,2/13/2020,7/10/2020,79.12,65.97,13.15
240,DNB,5922,538.57,664.67,11/28/2021,6/29/2020,126.1,26.08,100.02
241,DSE,9841,682.65,461.42,1/31/2022,8/7/2022,-221.23,45.67,-266.9
242,CHEKW,2096,67.85,388.29,5/14/2022,12/6/2021,320.44,54.04,266.4
243,ZGNX,4875,205.54,885.41,7/14/2022,11/14/2020,679.87,31.4,648.47
244,SMI,8439,153.43,169.18,3/7/2022,5/25/2022,15.75,3.03,12.72
245,AFGH,6766,381.55,492.23,6/30/2022,8/6/2022,110.68,77.7,32.98
246,YTEN,9841,162.71,374.78,4/18/2022,10/11/2022,212.07,25.71,186.36
247,PERI,1702,712.66,820.24,7/19/2022,1/22/2020,107.58,90.21,17.37
248,MARA,1027,354.47,931.88,7/28/2021,7/18/2020,577.41,97.96,479.45
249,MUJ,9395,16.64,443.66,12/11/2021,8/24/2021,427.02,26.54,400.48
250,BPL,4574,732.27,989.23,6/27/2020,1/13/2020,256.96,61.15,195.81
251,CTRE,8482,114.19,708.84,4/24/2020,2/20/2020,594.65,29.23,565.42
252,IPWR,8710,186.27,891.9,2/23/2021,8/3/2022,705.63,52.02,653.61
253,CTRV,6703,773.53,498.12,3/21/2020,9/7/2020,-275.41,51.13,-326.54
254,OSB,5422,649.93,501.61,5/31/2020,12/23/2020,-148.32,63.91,-212.23
255,IGT,3177,498.78,442.25,7/31/2020,12/10/2020,-56.53,2.81,-59.34
256,BCTF,3770,673.23,146.54,10/14/2020,11/10/2020,-526.69,18.41,-545.1
257,FPI,5647,990.46,230.85,8/29/2021,10/30/2020,-759.61,25.07,-784.68
258,FIBK,7630,509.05,928.01,8/26/2020,5/28/2020,418.96,22.25,396.71
259,CNTY,10000,78.58,645.92,4/6/2022,10/28/2021,567.34,2.69,564.65
260,NTEST.A,6683,271.11,759.93,4/19/2021,2/22/2020,488.82,15.21,473.61
261,PBI,571,890.53,727.97,12/20/2021,7/7/2020,-162.56,87.93,-250.49
262,PACD,1555,512.13,125.79,9/17/2020,1/12/2020,-386.34,64.78,-451.12
263,PHH,1885,915.73,79.91,5/22/2021,8/28/2020,-835.82,65.44,-901.26
264,AFGH,1523,993.04,795.15,11/4/2021,1/13/2021,-197.89,72.79,-270.68
265,WD,4999,951.5,743.71,1/26/2021,1/31/2021,-207.79,12.26,-220.05
266,HWCC,2987,503.99,19.12,10/27/2021,4/26/2022,-484.87,98.63,-583.5
267,CAL,6920,477.06,862.83,2/20/2021,6/21/2022,385.77,67.49,318.28
268,XOMA,3450,300.09,225.0,6/16/2022,12/29/2022,-75.09,88.23,-163.32
269,RMT,6854,624.6,542.95,7/15/2020,5/15/2021,-81.65,13.76,-95.41
270,INSM,1282,874.18,614.25,9/3/2021,4/15/2021,-259.93,43.88,-303.81
271,PII,4350,500.6,210.43,7/7/2020,7/3/2020,-290.17,39.74,-329.91
272,TFSL,2912,610.35,74.93,5/25/2020,7/28/2020,-535.42,36.33,-571.75
273,SGRP,4617,388.64,614.49,1/9/2021,8/3/2022,225.85,39.82,186.03
274,RFDI,2318,433.52,127.54,12/1/2022,5/31/2022,-305.98,22.89,-328.87
275,BREW,4434,496.03,858.8,6/7/2022,2/17/2021,362.77,10.54,352.23
276,AIRT,4605,127.51,683.64,6/18/2020,7/31/2020,556.13,0.8,555.33
277,WHLR,1546,256.1,787.16,1/5/2020,12/10/2020,531.06,2.93,528.13
278,FTGC,9608,158.21,486.94,5/4/2022,1/23/2021,328.73,43.3,285.43
279,ENV,929,956.2,593.38,7/7/2021,6/24/2020,-362.82,22.08,-384.9
280,ONS,4926,400.49,326.42,6/4/2020,10/11/2022,-74.07,15.23,-89.3
281,LM,6004,492.82,35.74,6/25/2021,6/3/2021,-457.08,92.61,-549.69
282,SEDG,9242,894.06,931.79,11/22/2021,9/2/2021,37.73,88.88,-51.15
283,WFC^N,233,90.2,234.49,3/9/2022,8/31/2022,144.29,20.64,123.65
284,NICK,1312,577.6,735.23,3/15/2022,2/14/2021,157.63,48.46,109.17
285,SAN^I,7143,404.15,780.22,12/24/2020,9/15/2022,376.07,29.01,347.06
286,AFSI^D,4521,848.71,244.4,5/31/2020,9/6/2022,-604.31,19.8,-624.11
287,VBFC,1003,978.54,899.46,1/21/2021,2/26/2021,-79.08,19.68,-98.76
288,HSII,8130,109.37,725.2,6/30/2021,2/26/2020,615.83,38.6,577.23
289,BLVD,9333,498.94,604.91,4/6/2022,7/28/2022,105.97,40.26,65.71
290,ALLY^A,9952,216.41,224.06,4/16/2021,11/26/2022,7.65,14.37,-6.72
291,YUMC,7667,324.96,144.02,5/24/2022,7/3/2022,-180.94,76.59,-257.53
292,SEDG,5171,620.37,538.61,5/20/2022,4/1/2021,-81.76,55.63,-137.39
293,MDRX,1690,75.23,966.27,11/29/2020,5/11/2021,891.04,30.18,860.86
294,TOT,7431,961.06,38.15,6/18/2022,8/30/2022,-922.91,92.99,-1015.9
295,SLNO,1875,606.37,208.13,5/14/2021,4/22/2020,-398.24,3.65,-401.89
296,PKE,4978,840.66,357.11,5/4/2020,10/26/2022,-483.55,33.2,-516.75
297,ZBRA,6134,886.39,918.27,9/17/2020,3/29/2022,31.88,75.37,-43.49
298,ADC,7281,907.78,578.19,3/6/2020,6/17/2022,-329.59,50.03,-379.62
299,DM,2172,668.0,439.22,10/27/2020,3/24/2020,-228.78,8.39,-237.17
300,BMS,2866,365.08,407.17,7/5/2021,4/6/2021,42.09,39.46,2.63
301,FULLL,801,715.04,333.94,4/22/2022,4/1/2021,-381.1,6.01,-387.11
302,DEI,1425,141.21,482.82,2/17/2022,10/23/2022,341.61,38.56,303.05
303,NVTA,3085,122.01,795.13,1/14/2020,2/4/2022,673.12,76.71,596.41
304,ACHN,3283,187.91,927.64,6/6/2020,4/8/2021,739.73,16.25,723.48
305,FIZZ,7163,943.56,907.74,3/31/2021,1/7/2020,-35.82,66.76,-102.58
306,KEYS,8378,485.39,133.76,9/12/2022,8/25/2022,-351.63,36.1,-387.73
307,RUSHA,6574,977.86,166.25,8/23/2021,4/13/2022,-811.61,70.7,-882.31
308,COTY,4467,601.29,888.9,12/24/2020,8/14/2020,287.61,9.88,277.73
309,ALL^B,9722,802.36,16.59,3/23/2022,6/27/2020,-785.77,85.0,-870.77
310,RGC,4146,341.85,497.98,9/30/2021,7/16/2021,156.13,5.32,150.81
311,BSTC,4769,751.09,805.41,6/3/2022,12/6/2021,54.32,81.96,-27.64
